"","id","Age","Gender","Ethnicity","Nationality","Sample","POMSDSF1_1","POMSDSF2_1","POMSDSF3_1","POMSDSF4_1","POMSDSF5_1","POMSDSF6_1","POMSDSF7_1","POMSDSF8_1","POMSDSF1_2","POMSDSF2_2","POMSDSF3_2","POMSDSF4_2","POMSDSF5_2","POMSDSF6_2","POMSDSF7_2","POMSDSF8_2","Condition","SelfSelected_Song1","SelfSelected_Song2","POMSDSF1_3","POMSDSF2_3","POMSDSF3_3","POMSDSF4_3","POMSDSF5_3","POMSDSF6_3","POMSDSF7_3","POMSDSF8_3","RRQ1_1","RRQ2_1","RRQ3_1","RRQ4_1","RRQ5_1","RRQ6_1","RRQ7_1","RRQ8_1","RRQ9_1","RRQ10_1","RRQ11_1","RRQ12_1","MusicInfo4_1","Baseline","Post_induction","Post_listening","RRQ6r","RRQ9r","RRQ10r","rumination","rumination.split","playlist_name","playlist_uri","playlist_tracks_url","playlist_num_tracks","snapshot_id","playlist_img","track_name","track_uri","artist_name","album_name","album_img","track_popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode"
"103",103,22,"Female",1,"Australian","First year student",1,1,1,1,2,1,2,1,1,1,0,1,1,0,0,1,"SSM","Keep the Streets Empty For Me - Fever Ray",NA,1,1,0,0,0,0,0,0,4,4,5,5,5,2,4,4,3,1,4,4,3,10,5,2,4,3,5,4.25,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Keep the Streets Empty For Me","0J4UUKvw1lgqt8TjmnZRIn","Fever Ray","Fever Ray","https://i.scdn.co/image/7dfe94bb97cdbdfa39a335e0827cac994823f37c",45,0.584,0.288,"A",-11.129,"major",0.0307,0.782,0.891,0.0856,0.311,158.04,339707,4,"A major"
"104",104,20,"Male",2,"Sri Lankan","First year student",1,0,2,0,1,1,0,0,1,1,1,0,0,1,0,0,"SSM","Dani California - Red Hot Chili Peppers",NA,0,0,1,0,0,0,0,0,2,3,3,2,2,4,2,4,4,3,2,2,2,5,4,1,2,2,3,2.41666666666667,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Dani California","10Nmj3JCNoMeBQ87uw5j8k","Red Hot Chili Peppers","Stadium Arcadium","https://i.scdn.co/image/fd62b1f4f697284a024784706949bff3a6e1a27e",77,0.553,0.865,"A",-4.751,"minor",0.0409,0.017,1.05e-05,0.267,0.735,96.161,283000,4,"A minor"
"105",105,19,"Female",2,"Australian","Community sample",0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,"SSM","Lean On (cover) - Christina Grimmie","Counting stars (cover) - Christina Grimmie",0,1,1,0,0,0,0,0,3,5,4,4,4,2,4,4,2,1,4,3,2,3,4,2,4,4,5,4,"High Rumination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,21,"Female",1,"Australian","Community sample",1,1,1,1,2,0,0,1,1,2,1,1,1,2,1,0,"SSM","Never stop - safety suit","Never stop - Wedding Version Cover",1,1,0,0,0,0,0,0,5,5,5,5,5,1,5,5,1,2,5,5,3,7,9,2,5,5,4,4.91666666666667,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Never Stop","4q1nnZkMpQA02nTrelWXvK","SafetySuit","These Times","https://i.scdn.co/image/bb39481f48011b8676018c4866ce22ed75dfbf33",38,0.361,0.704,"E",-4.369,"major",0.0317,0.00316,3.07e-06,0.102,0.222,145.054,215413,4,"E major"
"107",107,18,"Male",1,"australian","First year student",0,0,0,0,0,0,0,0,3,3,3,1,3,2,2,1,"SSM","ADHD- Kendrick lamar","Bitch dont kill my vibe - kendrick lamar",2,2,2,1,2,2,0,0,1,4,2,5,4,3,4,4,2,4,4,4,3,0,18,11,3,4,2,3.41666666666667,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","A.D.H.D","2MYl0er3UZ1RlKwRb5LODh","Kendrick Lamar","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934",72,0.609,0.799,"A",-6.883,"major",0.24,0.33,0,0.108,0.582,157.74,215509,4,"A major"
"108",108,23,"Female",5,"Australian","Community sample",2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,"SSM","Find me - Hyosung","I am the best - 2ne1",2,2,2,2,2,2,2,2,5,5,5,5,5,1,5,5,1,1,5,5,3,16,19,16,5,5,5,5,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Find Me?","6HDPWOdPo4bBQUH6ISoa84","Jun Hyo Seong","Colored","https://i.scdn.co/image/2b32ded3c88e7f24783e00965418f3fbc0f27a11",37,0.66,0.914,"F",-1.994,"minor",0.0343,0.0236,0,0.134,0.647,124.024,190812,4,"F minor"
"109",109,18,"Male",1,"Australian","First year student",1,0,0,0,1,1,0,1,1,2,1,1,1,1,0,1,"SSM","Run - Leona Lewis",NA,1,2,1,0,0,0,0,1,4,4,4,5,4,2,3,4,2,2,3,3,4,4,8,5,4,4,4,3.83333333333333,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Run","4hrAKlxfblnG7llBEEX7TR","Leona Lewis","Spirit","https://i.scdn.co/image/b62b442d3dc7766ddcc7e312da5fe25af4396b38",63,0.302,0.461,"F",-6.166,"minor",0.0292,0.43,5.61e-06,0.122,0.0932,142.434,314720,4,"F minor"
"110",110,19,"Female",1,"Australian","First year student",0,0,0,0,1,0,0,0,4,4,4,3,3,4,3,0,"SSM","I'm not the only one- Sam Smith","Pictures of You- The Cure",3,3,4,2,3,3,3,0,4,4,4,4,4,2,4,4,2,1,4,4,5,1,25,21,4,4,5,4.08333333333333,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","I'm Not The Only One","7795WJLVKJoAyVoOtCWqXN","Sam Smith","In The Lonely Hour","https://i.scdn.co/image/49c34b3c9a2e7da5b1e847c21e8c0c883d78af77",82,0.677,0.485,"F",-5.795,"major",0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4,"F major"
"111",111,18,"Female",5,"Australian","First year student",1,0,0,0,1,0,0,0,2,2,2,0,1,0,1,0,"SSM","Jellyfish - Ocean Alley",NA,0,0,0,0,0,0,0,0,2,4,4,4,4,2,4,4,2,2,4,3,2,2,8,0,4,4,4,3.75,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Jellyfish","75TxZCondxS3O88STIM3I8","Ocean Alley","Lost Tropics","https://i.scdn.co/image/bc6ea05decbabcbf267f8603ef717ab60d95f4d9",46,0.579,0.315,"D",-9.483,"minor",0.0294,0.893,0,0.0822,0.374,97.95,164426,4,"D minor"
"112",112,19,"Male",1,"Australian","First year student",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,"SSM","The Buzz - Hermitude","Jimmy Recard - Drapht",0,0,0,0,0,0,0,0,3,2,2,2,3,3,4,4,2,3,3,3,2,0,4,0,3,4,3,3,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","The Buzz","0lFsdfJay6AM4m23hJYGEG","Hermitude","Dark Night Sweet Light","https://i.scdn.co/image/f4597ca4fb290a9723dfbf4cd176d8a1c8f7c9e2",57,0.495,0.581,"C",-6.481,"minor",0.316,0.338,0.00502,0.288,0.46,83.02,222235,4,"C minor"
"113",113,21,"Female",2,"Malaysian","First year student",2,2,3,2,2,0,2,2,3,3,3,3,3,2,3,2,"SSM","7 years - Lukas Graham","One Call Away - Charlie Puth",2,1,1,0,0,0,0,0,2,4,4,4,4,2,4,4,2,2,2,4,3,15,22,4,4,4,4,3.66666666666667,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","7 Years","5kqIPrATaCc2LqxVWzQGbk","Lukas Graham","Lukas Graham","https://i.scdn.co/image/8351a630c907a985143102b9466f4d2dab27ae9e",81,0.765,0.473,"A#",-5.829,"major",0.0514,0.287,0,0.391,0.34,119.992,237300,4,"A# major"
"114",114,18,"Female",1,"Australian","First year student",1,1,2,0,1,2,0,0,1,0,1,0,0,1,1,0,"SSM","Great Are You Lord - Casting Crowns","Live You're Loved - Hawk Nelson",0,0,1,0,0,1,0,0,4,4,3,2,4,2,3,5,1,2,4,3,3,7,4,2,4,5,4,3.75,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Great Are You Lord - Live","4raGCYqMOIn8n9bgQJSNxk","Casting Crowns","A Live Worship Experience","https://i.scdn.co/image/def340a76f54cfe5010491664992867f1649ff3f",51,0.411,0.412,"G#",-6.869,"major",0.0289,0.291,0,0.193,0.134,145.01,393120,3,"G# major"
"115",115,18,"Male",1,"Australian","First year student",0,0,0,1,1,0,2,0,0,3,1,2,1,0,2,0,"SSM","The Fault in our Stars - Troye Sivan","Someday soon - the trouble with templeton",0,2,1,0,0,0,1,0,4,4,4,3,5,3,4,4,2,1,5,4,5,4,9,4,3,4,5,4.08333333333333,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","The Fault in Our Stars","6LteLVcW0oWLjuW6nePyWb","Troye Sivan","The Fault in Our Stars","https://i.scdn.co/image/cfc482aab99c658b5e62c58becabe5691754b2dc",65,0.481,0.179,"D#",-21.424,"major",0.109,0.613,2.84e-05,0.145,0.405,74.85,187195,4,"D# major"
"116",116,19,"Female",2,"Singaporean","First year student",0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,"SSM","Ain't Your Mama - Jennifer Lopez",NA,0,0,0,0,0,0,0,0,4,5,4,5,5,2,4,5,2,2,4,3,1,0,4,0,4,4,4,4.25,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Ain't Your Mama","2hgzdQdnfWwtdpZbhZlV72","Jennifer Lopez","Ain't Your Mama","https://i.scdn.co/image/07bda2a9b7cf6ae6c15c9ea49393cd645b9ebc55",74,0.757,0.678,"G#",-5.529,"minor",0.233,0.0472,9.14e-06,0.0654,0.82,120.075,218235,4,"G# minor"
"117",117,18,"Female",1,"Australian","First year student",0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,"SSM","Where You're At - Allen Stone",NA,1,2,2,1,1,1,1,0,4,5,5,4,4,2,4,4,2,1,3,5,3,0,11,9,4,4,5,4.25,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Where You’re At","2UmERtsFAAmNMYKfjkfYFF","Allen Stone","Radius (Deluxe Edition)","https://i.scdn.co/image/089620ccad9e5ccdb82e38e0f3603bded65acc13",37,0.625,0.636,"C",-6.612,"major",0.0404,0.148,0,0.201,0.573,140.002,159118,4,"C major"
"118",118,20,"Female",2,"Malaysian","First year student",1,1,1,0,0,0,0,0,3,3,3,0,1,1,0,0,"SSM","2am - Anna Nalick","Chasing Cars - Snow patrol",1,1,1,1,0,0,0,0,3,3,3,4,2,3,3,3,3,1,1,3,4,3,11,4,3,3,5,3,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Breathe (2 AM)","5auMzVHFr5Zfw6IbKarZ56","Anna Nalick","Wreck of the Day","https://i.scdn.co/image/d2079837174d10ca94663ff6c6f9be1116a7a39f",63,0.386,0.452,"D",-7.715,"major",0.0278,0.417,0,0.0881,0.287,169.837,279827,3,"D major"
"119",119,22,"Female",1,"Australian","Community sample",2,2,2,1,2,1,1,2,3,4,3,3,2,4,2,2,"SSM","Me at the Museum, and You in the Wintergarden - Tiny Ruins","Straw Into Gold - Tiny Ruins",2,3,3,1,1,1,1,1,5,4,5,5,4,2,4,4,2,2,4,4,4,13,23,13,4,4,4,4.25,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Me At The Museum, You In The Wintergardens","6CPTW9Cv827CaS25rpRHEE","Tiny Ruins","Brightly Painted One","https://i.scdn.co/image/0b5ee1e71fec4a93e13ae901aabdb6d7bae79990",28,0.365,0.251,"G",-14.003,"minor",0.0326,0.916,0.0151,0.106,0.223,89.999,155147,4,"G minor"
"120",120,18,"Female",2,"vietnamese","First year student",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SSM","I love you-Little Mix","Bed Rock-Young Money",0,0,0,0,0,0,0,0,1,1,1,5,5,1,3,3,3,5,3,5,1,0,0,0,5,3,1,3,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","I Love You","0UR5YpswSYwZvUXVH8xbNC","Little Mix","Get Weird (Deluxe)","https://i.scdn.co/image/995552b34c1779ec3126dbeddf37d7b2e26f9c9d",51,0.672,0.564,"C",-5.818,"major",0.0312,0.0983,0,0.115,0.378,99.979,249427,4,"C major"
"121",121,18,"Male",5,"Greek","First year student",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,"SSM","Chasing Cars - Snow Patrol",NA,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,2,3,3,3,4,0,23,8,2,4,3,3.41666666666667,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Chasing Cars","0x6Y6ikSyS17NxfhWsgENm","Snow Patrol","Eyes Open (International Package with bonus live tracks)","https://i.scdn.co/image/9984a3e0123b403444ecbbff529d8a1c4e5fe206",75,0.56,0.595,"A",-4.53,"major",0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960,4,"A major"
"122",122,20,"Male",1,"Australian","Community sample",2,2,2,3,3,1,2,3,2,3,2,2,2,1,1,1,"SSM","Breathing in Stereo - Modern Baseball","What if - Modern Baseball",2,2,1,1,3,2,2,2,4,4,5,5,5,1,4,4,1,1,4,5,3,18,14,15,5,5,5,4.58333333333333,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Breathing in Stereo","0IIPkaAbSL3NbkVtJhCpej","Modern Baseball","Holy Ghost","https://i.scdn.co/image/82f7159b83156d568be086213a8d9c9c41962775",19,0.268,0.769,"D",-6.206,"major",0.0907,4.87e-05,1.31e-06,0.178,0.705,109.133,103306,3,"D major"
"123",123,19,"Female",1,"French","First year student",0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,"SSM","En Cavale - Pomme",NA,2,2,2,0,1,0,0,0,2,4,3,4,3,2,4,3,4,2,4,2,4,2,4,7,4,2,4,3.25,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","En cavale","6W0PEJfXVJ6atYK895Cl37","Pomme","En cavale","https://i.scdn.co/image/5eff078a9236abdc4e0b17608a49bfc27a05fb10",33,0.593,0.392,"B",-9.071,"major",0.0347,0.677,0.00535,0.287,0.187,123.955,350287,4,"B major"
"124",124,21,"Male",1,"Australian","First year student",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"SSM","O Fortuna - Seiji Ozawa","Fortune Plango Vulnera - Seiji Ozawa",0,1,0,0,0,1,0,0,2,4,4,4,4,3,2,2,3,3,2,3,3,2,2,2,3,3,3,3,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Carmina Burana: O Fortuna","74ItusgrQuuPGtjaYFQaqh","Carl Orff","Orff: Carmina burana","https://i.scdn.co/image/c94a622dbd303925e7188b7f0d95772d1f2a42e4",0,0.346,0.199,"D",-19.307,"minor",0.0306,0.638,0.00509,0.169,0.404,142.557,158427,4,"D minor"
"125",125,20,"Male",2,"Hong Kong","First year student",0,0,0,0,0,0,0,0,3,4,3,2,1,3,4,1,"SSM","Madness - Muse",NA,1,1,1,0,0,1,0,0,2,4,5,4,2,2,5,4,3,5,4,2,3,0,21,4,4,3,1,3.33333333333333,"Low Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Madness","0c4IEciLCDdXEhhKxj4ThA","Muse","The 2nd Law","https://i.scdn.co/image/59fbbabeecaade686c44c99e5d1102130556bba1",71,0.502,0.417,"A#",-7.665,"major",0.0718,0.127,0.00419,0.106,0.218,180.301,281040,4,"A# major"
"126",126,19,"Female",1,"Australian","Community sample",0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,"SSM","Black Dress - Kisschasy",NA,1,1,2,0,0,0,0,0,4,5,4,5,4,2,4,4,2,4,4,4,5,0,6,4,4,4,2,4,"High Rumination","igkd1_first.song","5UTua0uyjaYb4nmXu97ArV","https://api.spotify.com/v1/users/1230989829/playlists/5UTua0uyjaYb4nmXu97ArV/tracks",38,"NDcsODYxMWU1NGUwYTljODc2YjYyNzllZmFjMTVlZWM3NDg2ODBiM2Y5Yg==","https://mosaic.scdn.co/640/1a9dab25976c706fffccb6bf2cf8a6f5eadd0d2959c620dda5c01ba1107d82f8a6875faa90e950da9745b65ee2b46e710332f22102ba5fc6756a16d69e1484c528939f05c09f062fd482d7d07a7bf263","Black Dress","73IJJv9l2T1YkSabx67PfA","Kisschasy","United Paper People","https://i.scdn.co/image/75062e7bef07b964ec13efb06f447a3796c2cfe7",28,0.361,0.343,"B",-9.047,"major",0.0325,0.837,0.000213,0.278,0.118,118.314,280680,4,"B major"
